"","Cust_id","Freq","Recency","last_trans","Monetary Value","R_Score","F_Score","M_Score","M_SCORE","Segments"
"846","13471",4,11,"2011-12-08",2531.58,5,2,4,4,"About to Sleep"
"849","13475",4,38,"2011-06-01",1431.78,1,2,3,3,"About to Sleep"
"851","13477",6,16,"2011-11-02",1454.58,2,3,3,3,"Need Attention"
"853","13481",4,17,"2011-10-25",1804.56,2,2,3,3,"Need Attention"
"858","13486",3,22,"2011-09-22",1122.41,1,1,2,2,"Hibernating"
"859","13487",3,19,"2011-10-13",575.4,2,1,1,1,"About to Sleep"
"860","13488",12,13,"2011-11-22",8968.31,4,5,5,5,"Champions"
"861","13489",4,25,"2011-08-26",449.52,1,2,1,1,"About to Sleep"
"862","13491",10,18,"2011-10-19",1215.82,2,5,2,2,"About to Sleep"
"863","13492",3,30,"2011-07-26",1269.84,1,1,2,2,"Hibernating"
"866","13495",5,11,"2011-12-02",2044.87,5,3,3,3,"About to Sleep"
"869","13499",5,13,"2011-11-22",1159.11,4,3,2,2,"About to Sleep"
"870","13500",3,14,"2011-11-16",1166.77,3,1,2,2,"Promising Customers"
"872","13502",3,13,"2011-11-23",292,4,1,1,1,"Promising Customers"
"875","13505",4,21,"2011-09-28",4393.63,1,2,5,5,"About to Sleep"
"877","13507",4,11,"2011-12-06",2479.16,5,2,4,4,"About to Sleep"
"879","13509",7,12,"2011-12-01",979.72,4,4,2,2,"About to Sleep"
"880","13510",4,11,"2011-12-08",1791.56,5,2,3,3,"About to Sleep"
"884","13515",4,21,"2011-09-28",891.12,1,2,2,2,"Hibernating"
"885","13516",3,13,"2011-11-18",1389.41,4,1,3,3,"Potential Customers"
"886","13517",3,19,"2011-10-11",2128.42,2,1,3,3,"About to Sleep"
"889","13520",6,19,"2011-10-12",3504.35,2,3,4,4,"About to Sleep"
"890","13521",3,11,"2011-12-08",1093.65,5,1,2,2,"About to Sleep"
"892","13523",4,15,"2011-11-06",3964.88,3,2,5,5,"About to Sleep"
"893","13524",5,16,"2011-10-30",680.18,2,3,1,1,"About to Sleep"
"895","13527",6,15,"2011-11-06",2263.76,3,3,4,4,"About to Sleep"
"900","13534",17,11,"2011-12-07",5838.28,5,5,5,5,"Champions"
"901","13536",7,11,"2011-12-08",3448.29,5,4,4,4,"Champions"
"902","13538",7,17,"2011-10-27",1280.85,2,4,2,2,"About to Sleep"
"903","13539",3,23,"2011-09-15",631.34,1,1,1,1,"Lost Customers"
"905","13546",3,12,"2011-11-27",626.99,4,1,1,1,"Promising Customers"
"907","13549",7,14,"2011-11-14",918.2,3,4,2,2,"About to Sleep"
"909","13552",8,20,"2011-10-04",3740.07,2,4,4,4,"Loyal Customers"
"912","13558",4,11,"2011-12-04",605.06,5,2,1,1,"About to Sleep"
"915","13562",3,22,"2011-09-19",1799.33,1,1,3,3,"About to Sleep"
"923","13571",12,12,"2011-11-27",2092.32,4,5,3,3,"About to Sleep"
"926","13575",5,14,"2011-11-16",732.07,3,3,1,1,"About to Sleep"
"927","13576",18,12,"2011-11-29",6717.34,4,5,5,5,"Champions"
"928","13577",4,14,"2011-11-14",1687.6,3,2,3,3,"Need Attention"
"934","13588",8,13,"2011-11-24",2473.52,4,4,4,4,"Champions"
"936","13590",6,12,"2011-11-28",1981.92,4,3,3,3,"About to Sleep"
"937","13591",3,20,"2011-10-06",1117.13,2,1,2,2,"About to Sleep"
"938","13592",4,15,"2011-11-04",247.96,3,2,1,1,"Promising Customers"
"939","13593",4,26,"2011-08-23",2021.48,1,2,3,3,"About to Sleep"
"943","13599",15,11,"2011-12-08",5127.99,5,5,5,5,"Champions"
"948","13606",3,15,"2011-11-10",280.54,3,1,1,1,"Promising Customers"
"950","13610",7,12,"2011-11-27",1115.43,4,4,2,2,"About to Sleep"
"951","13611",3,23,"2011-09-11",1171.8,1,1,2,2,"Hibernating"
"952","13614",4,14,"2011-11-15",1610.46,3,2,3,3,"Need Attention"
"954","13617",3,16,"2011-10-30",544.18,2,1,1,1,"About to Sleep"
"957","13623",5,15,"2011-11-09",672.44,3,3,1,1,"About to Sleep"
"959","13627",5,19,"2011-10-11",1638.47,2,3,3,3,"Need Attention"
"960","13629",11,14,"2011-11-16",7792.36,3,5,5,5,"Loyal Customers"
"961","13630",6,11,"2011-12-04",2024.08,5,3,3,3,"About to Sleep"
"962","13631",7,25,"2011-09-01",3070.42,1,4,4,4,"About to Sleep"
"963","13632",5,14,"2011-11-15",2117.02,3,3,3,3,"Need Attention"
"964","13634",5,15,"2011-11-06",1575.16,3,3,3,3,"Need Attention"
"966","13636",5,16,"2011-11-03",949.12,2,3,2,2,"Need Attention"
"967","13637",3,18,"2011-10-18",810.5,2,1,1,1,"About to Sleep"
"971","13643",3,15,"2011-11-08",519.44,3,1,1,1,"Promising Customers"
"972","13644",4,13,"2011-11-23",2624.26,4,2,4,4,"Potential Customers"
"974","13647",4,12,"2011-11-30",1678.12,4,2,3,3,"Potential Customers"
"976","13650",5,13,"2011-11-23",1836.34,4,3,3,3,"About to Sleep"
"978","13652",3,17,"2011-10-25",1095.08,2,1,2,2,"About to Sleep"
"979","13654",5,17,"2011-10-27",2707.33,2,3,4,4,"About to Sleep"
"983","13658",3,12,"2011-11-30",2639.17,4,1,4,4,"Potential Customers"
"985","13662",3,23,"2011-09-15",897.76,1,1,2,2,"Hibernating"
"989","13668",21,11,"2011-12-07",6216.07,5,5,5,5,"Champions"
"996","13680",4,11,"2011-12-08",3722.42,5,2,4,4,"About to Sleep"
"997","13681",4,13,"2011-11-22",827.83,4,2,1,1,"Promising Customers"
"1000","13685",6,11,"2011-12-07",3119.44,5,3,4,4,"About to Sleep"
"1004","13692",3,14,"2011-11-15",1488.32,3,1,3,3,"Potential Customers"
"1006","13694",33,11,"2011-12-06",62997.9,5,5,5,5,"Champions"
"1007","13695",14,15,"2011-11-08",2504.13,3,5,4,4,"Loyal Customers"
"1010","13700",8,14,"2011-11-13",2265.12,3,4,4,4,"Loyal Customers"
"1012","13704",9,11,"2011-12-04",2308.06,5,4,4,4,"Champions"
"1013","13705",3,11,"2011-12-02",711.86,5,1,1,1,"Recent Customers"
"1017","13709",8,11,"2011-12-06",6328.05,5,4,5,5,"Champions"
"1021","13715",4,51,"2011-03-03",1066.44,1,2,2,2,"Hibernating"
"1023","13717",6,15,"2011-11-07",1445.01,3,3,3,3,"Need Attention"
"1025","13719",5,13,"2011-11-24",1041.68,4,3,2,2,"About to Sleep"
"1026","13720",4,27,"2011-08-15",799.9,1,2,1,1,"About to Sleep"
"1030","13725",8,17,"2011-10-21",1980.56,2,4,3,3,"About to Sleep"
"1033","13728",6,16,"2011-11-03",1016.14,2,3,2,2,"Need Attention"
"1037","13735",4,14,"2011-11-15",2766.18,3,2,4,4,"Potential Customers"
"1042","13741",3,21,"2011-09-29",668.43,1,1,1,1,"Lost Customers"
"1043","13742",11,13,"2011-11-23",3111.12,4,5,4,4,"Champions"
"1044","13743",7,11,"2011-12-07",1341.6,5,4,2,2,"About to Sleep"
"1048","13748",4,24,"2011-09-05",948.25,1,2,2,2,"Hibernating"
"1049","13750",5,18,"2011-10-17",1647.26,2,3,3,3,"Need Attention"
"1051","13752",6,28,"2011-08-07",1186.28,1,3,2,2,"About to Sleep"
"1054","13755",8,11,"2011-12-06",2154.68,5,4,3,3,"About to Sleep"
"1055","13756",12,11,"2011-12-07",5189.52,5,5,5,5,"Champions"
"1056","13758",7,12,"2011-11-28",3190.55,4,4,4,4,"Champions"
"1062","13764",3,20,"2011-09-30",1521.76,2,1,3,3,"About to Sleep"
"1063","13767",31,11,"2011-12-07",17083.51,5,5,5,5,"Champions"
"1064","13769",9,11,"2011-12-07",2796.51,5,4,4,4,"Champions"
"1065","13771",3,20,"2011-10-06",2634.45,2,1,4,4,"About to Sleep"
"1066","13772",3,15,"2011-11-06",1132.13,3,1,2,2,"Promising Customers"
"1068","13777",24,10,"2011-12-09",25977.16,5,5,5,5,"Champions"
"1072","13782",6,12,"2011-11-27",912,4,3,2,2,"About to Sleep"
"1073","13784",11,12,"2011-11-30",2462.79,4,5,4,4,"Champions"
"1079","13798",53,11,"2011-12-08",36351.42,5,5,5,5,"Champions"
"1083","13802",3,30,"2011-07-24",4074.42,1,1,5,5,"Very Valuable"
"1085","13804",6,15,"2011-11-09",2635.79,3,3,4,4,"About to Sleep"
"1089","13808",5,11,"2011-12-04",1747.66,5,3,3,3,"About to Sleep"
"1093","13812",3,16,"2011-10-28",539,2,1,1,1,"About to Sleep"
"1094","13813",4,16,"2011-10-31",1366.86,2,2,2,2,"Need Attention"
"1096","13815",4,14,"2011-11-17",4027.36,3,2,5,5,"About to Sleep"
"1099","13819",3,53,"2011-02-11",1140.35,1,1,2,2,"Hibernating"
"1103","13824",5,15,"2011-11-07",1698.94,3,3,3,3,"Need Attention"
"1105","13827",3,19,"2011-10-13",412.05,2,1,1,1,"About to Sleep"
"1108","13831",6,13,"2011-11-23",2202.99,4,3,4,4,"About to Sleep"
"1111","13835",4,14,"2011-11-14",834.57,3,2,1,1,"Promising Customers"
"1113","13838",3,11,"2011-12-04",691.73,5,1,1,1,"Recent Customers"
"1115","13842",9,19,"2011-10-12",3385.62,2,4,4,4,"Loyal Customers"
"1118","13846",3,14,"2011-11-15",865.06,3,1,2,2,"Promising Customers"
"1119","13848",3,24,"2011-09-08",1255,1,1,2,2,"Hibernating"
"1122","13851",3,24,"2011-09-05",2651.46,1,1,4,4,"Very Valuable"
"1124","13854",25,12,"2011-12-01",8109.52,4,5,5,5,"Champions"
"1125","13856",3,34,"2011-06-24",388.5,1,1,1,1,"Lost Customers"
"1128","13860",4,11,"2011-12-08",1245.9,5,2,2,2,"About to Sleep"
"1129","13862",8,13,"2011-11-21",2209.36,4,4,4,4,"Champions"
"1131","13865",4,19,"2011-10-12",501.56,2,2,1,1,"About to Sleep"
"1133","13867",3,15,"2011-11-08",1015.29,3,1,2,2,"Promising Customers"
"1135","13869",4,28,"2011-08-08",3104.95,1,2,4,4,"About to Sleep"
"1136","13870",6,11,"2011-12-07",2770.94,5,3,4,4,"About to Sleep"
"1137","13871",12,14,"2011-11-17",6403.25,3,5,5,5,"Loyal Customers"
"1138","13873",3,27,"2011-08-12",389.6,1,1,1,1,"Lost Customers"
"1140","13875",5,18,"2011-10-17",1786.79,2,3,3,3,"Need Attention"
"1144","13880",10,13,"2011-11-18",3219.77,4,5,4,4,"Champions"
"1145","13881",16,11,"2011-12-06",17159.52,5,5,5,5,"Champions"
"1146","13882",5,11,"2011-12-07",1191.13,5,3,2,2,"About to Sleep"
"1147","13883",3,12,"2011-11-29",2674.48,4,1,4,4,"Potential Customers"
"1148","13884",4,11,"2011-12-02",781.3,5,2,1,1,"About to Sleep"
"1154","13890",9,11,"2011-12-08",1883.81,5,4,3,3,"About to Sleep"
"1155","13892",4,14,"2011-11-13",632.97,3,2,1,1,"Promising Customers"
"1158","13895",4,14,"2011-11-11",2593.07,3,2,4,4,"Potential Customers"
"1162","13900",3,37,"2011-06-09",740.95,1,1,1,1,"Lost Customers"
"1163","13901",5,21,"2011-09-28",2867.2,1,3,4,4,"About to Sleep"
"1165","13908",4,22,"2011-09-21",2369.55,1,2,4,4,"About to Sleep"
"1166","13911",9,19,"2011-10-13",2580.91,2,4,4,4,"Loyal Customers"
"1173","13924",5,11,"2011-12-08",1791.75,5,3,3,3,"About to Sleep"
"1174","13925",3,24,"2011-09-08",678.25,1,1,1,1,"Lost Customers"
"1177","13928",4,12,"2011-11-29",464.57,4,2,1,1,"Promising Customers"
"1187","13939",3,14,"2011-11-16",568.55,3,1,1,1,"Promising Customers"
"1188","13940",4,13,"2011-11-22",839.14,4,2,1,1,"Promising Customers"
"1189","13941",5,13,"2011-11-18",5112.96,4,3,5,5,"About to Sleep"
"1190","13946",3,22,"2011-09-21",561.57,1,1,1,1,"Lost Customers"
"1193","13949",6,11,"2011-12-07",2427.32,5,3,4,4,"About to Sleep"
"1194","13950",4,12,"2011-11-28",728.56,4,2,1,1,"Promising Customers"
"1195","13951",3,36,"2011-06-16",674.45,1,1,1,1,"Lost Customers"
"1197","13953",7,11,"2011-12-02",3515.68,5,4,4,4,"Champions"
"1200","13956",5,11,"2011-12-04",1026.42,5,3,2,2,"About to Sleep"
"1202","13959",3,22,"2011-09-21",598.2,1,1,1,1,"Lost Customers"
"1205","13963",4,54,"2011-02-04",664.54,1,2,1,1,"About to Sleep"
"1207","13969",16,12,"2011-12-01",9031.28,4,5,5,5,"Champions"
"1208","13971",8,13,"2011-11-21",2758.26,4,4,4,4,"Champions"
"1212","13975",5,15,"2011-11-08",2526.28,3,3,4,4,"About to Sleep"
"1217","13982",4,16,"2011-10-31",1861.11,2,2,3,3,"Need Attention"
"1218","13983",10,15,"2011-11-10",2603.43,3,5,4,4,"Loyal Customers"
"1219","13984",5,14,"2011-11-13",920.51,3,3,2,2,"Need Attention"
"1220","13985",15,11,"2011-12-05",7060.13,5,5,5,5,"Champions"
"1222","13988",6,13,"2011-11-20",4147.96,4,3,5,5,"About to Sleep"
"1225","13991",5,12,"2011-11-27",855.97,4,3,2,2,"About to Sleep"
"1227","13993",9,16,"2011-10-28",3466.36,2,4,4,4,"Loyal Customers"
"1228","13994",6,11,"2011-12-06",2313.14,5,3,4,4,"About to Sleep"
"1229","13995",5,13,"2011-11-24",1393.69,4,3,3,3,"About to Sleep"
"1230","13999",12,12,"2011-11-29",3901.81,4,5,5,5,"Champions"
"1232","14001",3,17,"2011-10-25",2043.08,2,1,3,3,"About to Sleep"
"1234","14004",7,17,"2011-10-27",4582.64,2,4,5,5,"Loyal Customers"
"1235","14005",5,12,"2011-11-30",2874.72,4,3,4,4,"About to Sleep"
"1236","14006",3,27,"2011-08-16",962.19,1,1,2,2,"Hibernating"
"1239","14013",3,26,"2011-08-21",473.02,1,1,1,1,"Lost Customers"
"1242","14016",4,33,"2011-07-01",4341.21,1,2,5,5,"About to Sleep"
"1243","14019",3,17,"2011-10-24",1421.61,2,1,3,3,"About to Sleep"
"1245","14021",3,33,"2011-07-07",631.9,1,1,1,1,"Lost Customers"
"1251","14030",7,13,"2011-11-21",2360.09,4,4,4,4,"Champions"
"1252","14031",16,11,"2011-12-02",14698.91,5,5,5,5,"Champions"
"1253","14032",11,11,"2011-12-07",2971.84,5,5,4,4,"Champions"
"1255","14035",5,14,"2011-11-11",1428.02,3,3,3,3,"Need Attention"
"1258","14038",3,22,"2011-09-22",1560.38,1,1,3,3,"About to Sleep"
"1260","14040",11,16,"2011-10-30",3594.72,2,5,4,4,"Loyal Customers"
"1262","14044",4,14,"2011-11-13",652.82,3,2,1,1,"Promising Customers"
"1263","14045",3,26,"2011-08-22",1659.75,1,1,3,3,"About to Sleep"
"1265","14047",4,12,"2011-12-01",1299.31,4,2,2,2,"Promising Customers"
"1267","14049",4,13,"2011-11-23",5639.15,4,2,5,5,"About to Sleep"
"1269","14051",22,10,"2011-12-09",15610.39,5,5,5,5,"Champions"
"1274","14056",22,11,"2011-12-08",8139.94,5,5,5,5,"Champions"
"1275","14057",14,14,"2011-11-16",6217.96,3,5,5,5,"Loyal Customers"
"1277","14060",19,11,"2011-12-05",6140.42,5,5,5,5,"Champions"
"1278","14062",11,12,"2011-11-30",10464.85,4,5,5,5,"Champions"
"1279","14064",5,15,"2011-11-10",1343.84,3,3,2,2,"Need Attention"
"1283","14071",7,11,"2011-12-06",1438.82,5,4,3,3,"About to Sleep"
"1285","14075",3,11,"2011-12-05",942.26,5,1,2,2,"About to Sleep"
"1287","14077",5,16,"2011-10-30",499.42,2,3,1,1,"About to Sleep"
"1288","14078",6,25,"2011-08-30",1049.37,1,3,2,2,"About to Sleep"
"1293","14083",8,11,"2011-12-05",1018.43,5,4,2,2,"About to Sleep"
"1294","14085",16,11,"2011-12-07",4435.79,5,5,5,5,"Champions"
"1296","14088",12,12,"2011-11-29",50491.81,4,5,5,5,"Champions"
"1299","14092",12,11,"2011-12-02",4076.91,5,5,5,5,"Champions"
"1301","14096",16,11,"2011-12-05",57127.7,5,5,5,5,"Champions"
"1303","14099",11,13,"2011-11-23",3092.97,4,5,4,4,"Champions"
"1305","14101",6,21,"2011-09-27",5976.79,1,3,5,5,"About to Sleep"
"1306","14102",5,11,"2011-12-04",1314.73,5,3,2,2,"About to Sleep"
"1309","14107",7,18,"2011-10-19",2703.23,2,4,4,4,"Loyal Customers"
"1312","14110",12,11,"2011-12-06",5683.15,5,5,5,5,"Champions"
"1313","14111",4,12,"2011-11-25",692.85,4,2,1,1,"Promising Customers"
"1314","14112",5,14,"2011-11-17",2915.15,3,3,4,4,"About to Sleep"
"1315","14113",4,11,"2011-12-06",1815.17,5,2,3,3,"About to Sleep"
"1317","14116",5,13,"2011-11-20",1382.74,4,3,2,2,"About to Sleep"
"1320","14121",4,11,"2011-12-06",2780.15,5,2,4,4,"About to Sleep"
"1322","14125",3,12,"2011-11-29",2740.43,4,1,4,4,"Potential Customers"
"1324","14127",3,28,"2011-08-09",709.71,1,1,1,1,"Lost Customers"
"1326","14129",4,11,"2011-12-08",1123.86,5,2,2,2,"About to Sleep"
"1328","14132",11,11,"2011-12-07",3586.03,5,5,4,4,"Champions"
"1330","14135",14,11,"2011-12-08",4690.31,5,5,5,5,"Champions"
"1334","14141",4,11,"2011-12-07",915.13,5,2,2,2,"About to Sleep"
"1337","14145",4,17,"2011-10-24",3742.2,2,2,4,4,"About to Sleep"
"1338","14146",4,12,"2011-12-01",4191,4,2,5,5,"About to Sleep"
"1346","14156",43,12,"2011-11-30",116113.45,4,5,5,5,"Champions"
"1349","14159",11,13,"2011-11-20",4678.3,4,5,5,5,"Champions"
"1350","14161",3,41,"2011-05-08",1110.52,1,1,2,2,"Hibernating"
"1352","14163",4,23,"2011-09-13",2445.91,1,2,4,4,"About to Sleep"
"1355","14167",4,16,"2011-10-31",574.84,2,2,1,1,"About to Sleep"
"1357","14173",3,12,"2011-11-29",450.84,4,1,1,1,"Promising Customers"
"1359","14175",3,19,"2011-10-11",3222.3,2,1,4,4,"About to Sleep"
"1360","14176",3,53,"2011-02-15",576.9,1,1,1,1,"Lost Customers"
"1361","14177",3,23,"2011-09-14",559.41,1,1,1,1,"Lost Customers"
"1362","14178",7,12,"2011-12-01",1620.93,4,4,3,3,"About to Sleep"
"1364","14180",24,12,"2011-11-29",4748.52,4,5,5,5,"Champions"
"1367","14188",6,15,"2011-11-09",2054.36,3,3,3,3,"Need Attention"
"1368","14189",14,11,"2011-12-07",4654.08,5,5,5,5,"Champions"
"1369","14191",13,11,"2011-12-08",4684.76,5,5,5,5,"Champions"
"1371","14194",15,11,"2011-12-05",11349.52,5,5,5,5,"Champions"
"1374","14198",4,13,"2011-11-21",701.4,4,2,1,1,"Promising Customers"
"1376","14201",7,19,"2011-10-10",747.44,2,4,1,1,"About to Sleep"
"1381","14209",6,12,"2011-11-29",2073.43,4,3,3,3,"About to Sleep"
"1382","14210",6,25,"2011-08-26",1905.84,1,3,3,3,"About to Sleep"
"1383","14211",9,18,"2011-10-17",2241.1,2,4,4,4,"Loyal Customers"
"1386","14214",5,15,"2011-11-09",1004.38,3,3,2,2,"Need Attention"
"1387","14215",6,12,"2011-11-28",1789.72,4,3,3,3,"About to Sleep"
"1388","14216",4,11,"2011-12-06",1839.3,5,2,3,3,"About to Sleep"
"1389","14217",16,11,"2011-12-08",2004.98,5,5,3,3,"About to Sleep"
"1393","14221",7,16,"2011-10-28",3432.8,2,4,4,4,"Loyal Customers"
"1395","14223",3,24,"2011-09-08",991.13,1,1,2,2,"Hibernating"
"1396","14224",4,26,"2011-08-21",1050.12,1,2,2,2,"Hibernating"
"1397","14226",5,14,"2011-11-11",2232.19,3,3,4,4,"About to Sleep"
"1398","14227",6,14,"2011-11-13",3350.96,3,3,4,4,"About to Sleep"
"1399","14229",3,18,"2011-10-19",1547.2,2,1,3,3,"About to Sleep"
"1400","14231",3,37,"2011-06-09",925.71,1,1,2,2,"Hibernating"
"1401","14232",5,16,"2011-10-28",2048.07,2,3,3,3,"Need Attention"
"1402","14233",4,17,"2011-10-21",1462.72,2,2,3,3,"Need Attention"
"1403","14234",4,14,"2011-11-17",775.46,3,2,1,1,"Promising Customers"
"1404","14235",4,21,"2011-09-25",3144.86,1,2,4,4,"About to Sleep"
"1408","14239",11,17,"2011-10-27",2379.6,2,5,4,4,"Loyal Customers"
"1412","14243",10,12,"2011-12-01",2588.77,4,5,4,4,"Champions"
"1414","14246",3,26,"2011-08-21",1474.06,1,1,3,3,"About to Sleep"
"1418","14251",5,11,"2011-12-08",2879.7,5,3,4,4,"About to Sleep"
"1420","14257",5,20,"2011-10-06",3099.72,2,3,4,4,"About to Sleep"
"1421","14258",8,12,"2011-11-30",12669.98,4,4,5,5,"Champions"
"1424","14262",8,12,"2011-12-01",2618.23,4,4,4,4,"Champions"
"1431","14273",4,18,"2011-10-19",559.97,2,2,1,1,"About to Sleep"
"1432","14276",3,24,"2011-09-02",1119.74,1,1,2,2,"Hibernating"
"1433","14277",3,13,"2011-11-24",3957,4,1,5,5,"About to Sleep"
"1435","14282",15,11,"2011-12-06",3729.34,5,5,4,4,"Champions"
"1437","14285",4,13,"2011-11-18",1910.01,4,2,3,3,"Potential Customers"
"1438","14286",3,14,"2011-11-16",4628.75,3,1,5,5,"About to Sleep"
"1441","14289",6,12,"2011-12-01",911.26,4,3,2,2,"About to Sleep"
"1442","14290",5,12,"2011-11-28",2314.65,4,3,4,4,"About to Sleep"
"1443","14291",7,11,"2011-12-08",3883.25,5,4,5,5,"Champions"
"1444","14292",6,11,"2011-12-02",4871.93,5,3,5,5,"About to Sleep"
"1445","14293",4,11,"2011-12-06",1046.56,5,2,2,2,"About to Sleep"
"1447","14297",3,13,"2011-11-22",1290.48,4,1,2,2,"Promising Customers"
"1448","14298",25,12,"2011-12-01",51527.3,4,5,5,5,"Champions"
"1449","14299",9,12,"2011-12-01",3963.75,4,4,5,5,"Champions"
"1455","14307",5,23,"2011-09-12",2995.72,1,3,4,4,"About to Sleep"
"1456","14309",9,12,"2011-12-01",2352.53,4,4,4,4,"Champions"
"1458","14312",6,17,"2011-10-24",1611.59,2,3,3,3,"Need Attention"
"1460","14315",6,17,"2011-10-26",2481.13,2,3,4,4,"About to Sleep"
"1463","14321",5,12,"2011-11-29",1530.75,4,3,3,3,"About to Sleep"
"1467","14329",6,13,"2011-11-22",5014.84,4,3,5,5,"About to Sleep"
"1469","14332",3,14,"2011-11-17",866.31,3,1,2,2,"Promising Customers"
"1471","14334",8,13,"2011-11-23",2552.21,4,4,4,4,"Champions"
"1473","14336",4,13,"2011-11-23",1614.91,4,2,3,3,"Potential Customers"
"1477","14341",5,17,"2011-10-25",2182.28,2,3,4,4,"About to Sleep"
"1478","14342",4,13,"2011-11-18",668.56,4,2,1,1,"Promising Customers"
"1479","14344",8,29,"2011-08-04",889.93,1,4,2,2,"About to Sleep"
"1486","14352",3,33,"2011-07-05",1078.96,1,1,2,2,"Hibernating"
"1492","14359",3,13,"2011-11-20",912.18,4,1,2,2,"Promising Customers"
"1493","14360",3,15,"2011-11-08",2128.23,3,1,3,3,"Potential Customers"
"1495","14364",7,26,"2011-08-23",3717.35,1,4,4,4,"About to Sleep"
"1496","14367",13,12,"2011-12-01",9167.82,4,5,5,5,"Champions"
"1505","14383",3,16,"2011-11-01",1247.69,2,1,2,2,"About to Sleep"
"1506","14385",3,12,"2011-11-30",202.11,4,1,1,1,"Promising Customers"
"1508","14387",3,15,"2011-11-07",1770.56,3,1,3,3,"Potential Customers"
"1509","14388",8,12,"2011-11-29",3212.84,4,4,4,4,"Champions"
"1511","14390",8,12,"2011-11-29",4592.47,4,4,5,5,"Champions"
"1513","14395",9,11,"2011-12-07",3497.76,5,4,4,4,"Champions"
"1515","14397",19,11,"2011-12-07",2612.96,5,5,4,4,"Champions"
"1517","14401",13,11,"2011-12-05",4051.48,5,5,5,5,"Champions"
"1518","14403",4,29,"2011-08-01",1475.81,1,2,3,3,"About to Sleep"
"1519","14404",6,15,"2011-11-06",1434.72,3,3,3,3,"Need Attention"
"1521","14407",6,26,"2011-08-24",2157.73,1,3,4,4,"About to Sleep"
"1522","14408",7,12,"2011-11-29",2606.53,4,4,4,4,"Champions"
"1523","14409",5,21,"2011-09-29",1908.25,1,3,3,3,"About to Sleep"
"1524","14410",6,24,"2011-09-08",783.89,1,3,1,1,"About to Sleep"
"1528","14414",7,23,"2011-09-09",1496.98,1,4,3,3,"About to Sleep"
"1529","14415",13,11,"2011-12-08",5811.56,5,5,5,5,"Champions"
"1531","14418",3,11,"2011-12-06",1937.25,5,1,3,3,"About to Sleep"
"1532","14419",6,12,"2011-11-29",1058.06,4,3,2,2,"About to Sleep"
"1535","14422",6,10,"2011-12-09",4263.64,5,3,5,5,"About to Sleep"
"1538","14426",7,14,"2011-11-16",4465.77,3,4,5,5,"Loyal Customers"
"1540","14428",5,11,"2011-12-02",1244.83,5,3,2,2,"About to Sleep"
"1542","14432",6,12,"2011-11-30",2255.51,4,3,4,4,"About to Sleep"
"1543","14434",6,13,"2011-11-18",1372.8,4,3,2,2,"About to Sleep"
"1548","14440",5,12,"2011-12-01",2357.68,4,3,4,4,"About to Sleep"
"1549","14441",4,10,"2011-12-09",1712.89,5,2,3,3,"About to Sleep"
"1551","14443",4,18,"2011-10-17",1420.2,2,2,3,3,"Need Attention"
"1552","14446",4,10,"2011-12-09",1039.58,5,2,2,2,"About to Sleep"
"1553","14447",4,13,"2011-11-21",1163.23,4,2,2,2,"Promising Customers"
"1555","14449",4,13,"2011-11-21",907.1,4,2,2,2,"Promising Customers"
"1556","14450",3,36,"2011-06-12",483.25,1,1,1,1,"Lost Customers"
"1560","14456",8,11,"2011-12-04",3047.63,5,4,4,4,"Champions"
"1564","14461",3,32,"2011-07-14",2103.06,1,1,3,3,"About to Sleep"
"1565","14462",9,20,"2011-10-04",1976.45,2,4,3,3,"About to Sleep"
"1566","14463",3,24,"2011-09-02",529.62,1,1,1,1,"Lost Customers"
"1568","14466",7,15,"2011-11-10",2272.4,3,4,4,4,"Loyal Customers"
"1569","14467",4,13,"2011-11-22",598.76,4,2,1,1,"Promising Customers"
"1571","14472",8,25,"2011-08-28",1936.84,1,4,3,3,"About to Sleep"
"1574","14475",3,21,"2011-09-29",925.85,1,1,2,2,"Hibernating"
"1576","14477",4,13,"2011-11-20",1309.6,4,2,2,2,"Promising Customers"
"1580","14482",6,13,"2011-11-21",2068.15,4,3,3,3,"About to Sleep"
"1584","14487",5,14,"2011-11-13",1183.58,3,3,2,2,"Need Attention"
"1588","14493",5,11,"2011-12-02",2383.24,5,3,4,4,"About to Sleep"
"1593","14498",5,16,"2011-10-28",1957.32,2,3,3,3,"Need Attention"
"1594","14499",3,14,"2011-11-13",815.32,3,1,1,1,"Promising Customers"
"1595","14500",3,23,"2011-09-12",356.85,1,1,1,1,"Lost Customers"
"1597","14502",8,13,"2011-11-20",2359.72,4,4,4,4,"Champions"
"1598","14503",6,11,"2011-12-06",3543.26,5,3,4,4,"About to Sleep"
"1599","14504",4,17,"2011-10-23",673.26,2,2,1,1,"About to Sleep"
"1600","14505",8,13,"2011-11-22",5871.64,4,4,5,5,"Champions"
"1601","14506",5,13,"2011-11-22",2012.17,4,3,3,3,"About to Sleep"
"1602","14507",5,14,"2011-11-16",1368.18,3,3,2,2,"Need Attention"
"1604","14511",5,12,"2011-11-28",1314.81,4,3,2,2,"About to Sleep"
"1606","14513",3,25,"2011-08-31",455.59,1,1,1,1,"Lost Customers"
"1607","14514",3,19,"2011-10-09",1055.35,2,1,2,2,"About to Sleep"
"1608","14515",5,13,"2011-11-22",2102.09,4,3,3,3,"About to Sleep"
"1612","14522",4,14,"2011-11-15",974.54,3,2,2,2,"Need Attention"
